sku,fullName,url,activo,categoria,subcategoria,precio_actual,precio_referencia,stock_actual,tipo_receta,laboratorio,marca,presentacion,composicion,principio_activo,principio_activo_id
139015,Multivitamínico Centrum Silver Hombre +50 Años 60 Comprimidos Recubiertos,https://www.farmaloop.cl/products/centrum-hombre-silver-x-60-comprimidos-139015/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),GLAXOSMITHKLINE CHILE FARMACEUTICA LIMITADA,,Comprimido,,"Retinol(Vit A),Calciferol(Vit D),Alfatocoferol(Vit E),Fitomenadiona(Vit K),Ac Ascorbico(Vit C),Tiamina(B1),Riboflavina(B2),Niacina(B3),Piridoxina(B6),Cianocobalamina(B12),Ac Folico(B9),Ac Pantotenico(B5),Biotina(Vitamina H),Minerales (Según Rotulado)",a01b2bd4-a99c-4477-8261-271e56c11348
139171,Centrum Silver Multivitamínico 60 Comprimidos,https://www.farmaloop.cl/products/centrum-silver-x-60-comprimidos-139171/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),GLAXOSMITHKLINE CHILE FARMACEUTICA LIMITADA,,Comprimido,,"Retinol(Vit A),Calciferol(Vit D),Alfatocoferol(Vit E),Fitomenadiona(Vit K),Ac Ascorbico(Vit C),Tiamina(B1),Riboflavina(B2),Niacina(B3),Piridoxina(B6),Cianocobalamina(B12),Ac Folico(B9),Ac Pantotenico(B5),Biotina(Vitamina H),Minerales (Según Rotulado)",a01b2bd4-a99c-4477-8261-271e56c11348
139016,Centrum Silver Mujer Multivitamínico 60 Comprimidos Recubiertos,https://www.farmaloop.cl/products/centrum-mujer-silver-x-60-comprimidos-139016/,true,Suplementos y Vitaminas,Vitaminas y Minerales,21990,27990,3,Venta directa (Sin receta),GLAXOSMITHKLINE CHILE FARMACEUTICA LIMITADA,,Comprimido,retinol(vit a) | calciferol(vit d) | alfatocoferol(vit e) | fitomenadiona(vit k) | ac ascorbico(vit c) | tiamina(b1) | riboflavina(b2) | niacina(b3) | piridoxina(b6) | cianocobalamina(b12) | ac folico(b9) | ac pantotenico(b5) | biotina(vitamina h) | minerales (segun rotulado),"Retinol(Vit A),Calciferol(Vit D),Alfatocoferol(Vit E),Fitomenadiona(Vit K),Ac Ascorbico(Vit C),Tiamina(B1),Riboflavina(B2),Niacina(B3),Piridoxina(B6),Cianocobalamina(B12),Ac Folico(B9),Ac Pantotenico(B5),Biotina(Vitamina H),Minerales (Según Rotulado)",a01b2bd4-a99c-4477-8261-271e56c11348
16955,Supradyn Prenatal x 30 Comprimidos,https://www.farmaloop.cl/products/supradyn-prenatal-x-30-comprimidos-16955/,true,Suplementos y Vitaminas,Vitaminas y Minerales,19800,24790,3,Presentación receta médica,BAYER S.A.,,Comprimido,retinol(vitamina a) | tiamina(vitamina b1) | riboflavina(vitamina b2) | piridoxina(vitamina b6) | cianocobalamina(vitamina b12) | acido ascorbico(vitamina c) | calciferol(vitaminad) | alfatocoferol(vitamina e) | nicotinamida(vitamina b3) | biotina(vitamina h) | calcio pantetonato | acido folico (vitamina b9) | calcio | hierro | magnesio | fosforo | cobre | manganeso | zinc,"Retinol(Vitamina A),Tiamina(Vitamina B1),Riboflavina(Vitamina B2),Piridoxina(Vitamina B6),Cianocobalamina(Vitamina B12),Ac.Ascorbico(Vitamina C),Calciferol(Vitaminad),Alfatocoferol(Vitamina E),Nicotinamida(Vitamina B3),Biotina(Vitamina H),Calcio Pantetonato,Ac.Folico (Vitamina B9),Calcio,Hierro,Magnesio,Fosforo,Cobre,Manganeso,Zinc",7142b7f4-1722-47a5-a709-9a65ca0a0283
97866,Sacarina 24 mg x 300 Tabletas,https://www.farmaloop.cl/products/sacarina-24-mg-x-300-tabletas-97866/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO VALMA LIMITADA,,Comprimido,,Sacarina,05ed8bbe-2495-4935-bb10-adcd71466931
139921,ARTIFLAM 90 CAPS AURA VITALIS,https://www.farmaloop.cl/products/artiflam-90-caps-aura-vitalis-139921/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),SIN COMPAÑIA,,Capsula,sauce blanco | cartilago de tiburon | chuchuhuasi | curcuma | equisetum arvense,"Sauce Blanco, Cartílago de Tiburón, Chuchuhuasi, Cúrcuma, Equisetum Arvense",dae02104-2d23-474c-b445-9d265dcb2ec7
8135,Ensure Advance Chocolate x 237 ml,https://www.farmaloop.cl/products/ensure-advance-chocolate-x-237-ml-8135/,true,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),ABBOTT LABORATORIES DE CHILE LTDA.,,100 ml,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
139809,Multivitamínico + Probiótico Nutrapharm 60 Comprimidos,https://www.farmaloop.cl/products/multivitaminico-probiotico-x-60-comprimidos-139809/,true,Suplementos y Vitaminas,Vitaminas y Minerales,4990,7990,10,Venta directa (Sin receta),NUTRAPHARM,,Comprimido,probioticos 1 UI | multivitamínico 1 mg,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
140013,Nutrapharm Cranberry 60 Cápsulas,https://www.farmaloop.cl/products/nutrapharm-cranberry-x-60-capsulas-140013/,true,Suplementos y Vitaminas,Suplementos,8990,11990,15,Venta directa (Sin receta),NUTRAPHARM,,Capsula,,Según Rotulado,9b47f3f2-f14d-4f0d-99e4-89f3fa1fa6e6
140041,Enterex Karbs 150 g,https://www.farmaloop.cl/products/enterex-karbs-150-g-140041/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),SIN COMPAÑIA,,100 g,,Según Rotulado,9b47f3f2-f14d-4f0d-99e4-89f3fa1fa6e6
100906,Naturalist Stevia Gotas Endulzantes x 270 ml,https://www.farmaloop.cl/products/naturalist-stevia-gotas-endulzantes-x-270-ml-100906/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIOS PRATER S A,,100 ml,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
138448,Daily Endulzante Stevia x 270 ml,https://www.farmaloop.cl/products/daily-endulzante-stevia-x-270-ml-138448/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIOS PRATER S A,,100 ml,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
139111,Banatrol Plus Suplemento Nutricional Probiótico Sabor Banana 10.75g Sobre,https://www.farmaloop.cl/products/banatrol-plus-x-301-g-139111/,true,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),SIN COMPAÑIA,,Sobre,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
140568,Enterex Polvo Vainilla x 400 gr,https://www.farmaloop.cl/products/enterex-polvo-vainilla-x-400-gr-140568/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO MEGALABS CHILE S.A.,,100 g,,Según rotulado,ac70b696-2f32-4a63-853c-16379521d61f
8229,Ensure Advance Vainilla x 850 g Polvo,https://www.farmaloop.cl/products/ensure-advance-vainilla-x-850-g-polvo-8229/,true,Suplementos y Vitaminas,Suplementos,30990,33890,1,Venta directa (Sin receta),ABBOTT LABORATORIES DE CHILE LTDA.,,100 g,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
129397,Pharmaton x 30 Comprimidos,https://www.farmaloop.cl/products/pharmaton-x-30-comprimidos-129397/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),SANOFI-AVENTIS DE CHILE S.A.,,Comprimido,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
8231,Ensure Vainilla x 850 g Polvo,https://www.farmaloop.cl/products/ensure-vainilla-x-850-g-polvo-8231/,true,Suplementos y Vitaminas,Suplementos,29490,32390,2,Venta directa (Sin receta),ABBOTT LABORATORIES DE CHILE LTDA.,,100 g,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
83107,Naticare Pre x 30 Capsulas,https://www.farmaloop.cl/products/naticare-pre-x-30-capsulas-83107/,true,Suplementos y Vitaminas,Vitaminas,,,0,Venta directa (Sin receta),ITF-LABOMED FARMACEUTICA LTDA.,,Capsula,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
125965,Heel-Kit 3 Frascos Gotas x 30 ml Solución Oral ,https://www.farmaloop.cl/products/heelkit-3-frascos-gotas-x-30-ml-solucion-oral-para-gotas-125965/,true,Suplementos y Vitaminas,Suplementos,,,2,Presentación receta médica,PRODUCTOS FARMACEUTICOS HEEL CHILE LIMITADA,,100 ml,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
140513,Lacsure Suplemento Alimenticio En Polvo Sabor Vainilla 800 grs,https://www.farmaloop.cl/products/lacsure-suplemento-alimenticio-en-polvo-sabor-vainilla-800-grs-140513/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),OPKO CHILE S.A.,,100 g,,Según rotulado,ac70b696-2f32-4a63-853c-16379521d61f
140414,Vitakron Hombre X 30 Comprimidos Recubiertos,https://www.farmaloop.cl/products/vitakron-hombre-x-30-comprimidos-recubiertos-140414/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),INSTITUTO SANITAS S.A.,,Comprimido,,Según rotulado,ac70b696-2f32-4a63-853c-16379521d61f
140524,Celus C 30 Sobres,https://www.farmaloop.cl/products/celus-c-30-sobres-140524/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO MEGALABS CHILE S.A.,,Sobre,,Según rotulado,ac70b696-2f32-4a63-853c-16379521d61f
140460,Calcio-Magnesio-Zinc-D3 Sunvit 90 Tabletas,https://www.farmaloop.cl/products/calcio-magnesio-zincvit-d3-sunvit-x-90-tabletas-140460/,true,Suplementos y Vitaminas,Vitaminas y Minerales,11490,13990,2,Venta directa (Sin receta),SOC. COM. NLS NUTRALINE SUPLEMENT LTDA.,,Tableta,,Según rotulado,ac70b696-2f32-4a63-853c-16379521d61f
139552,Vitamina C 1000 mg x 60 Cápsulas,https://www.farmaloop.cl/products/vitamina-c-1000-mg-x-100-comprimidos-139552/,true,Suplementos y Vitaminas,Vitaminas,,,0,Venta directa (Sin receta),LABORATORIO GREEN MEDICAL,,Cápsula,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
140459,Multi Men Multivitamínico Sunvit 60 Tabletas,https://www.farmaloop.cl/products/multi-men-sunvit-multivitaminico-x-60-tabletas-140459/,true,Suplementos y Vitaminas,Vitaminas y Minerales,14390,17990,4,Venta directa (Sin receta),SOC. COM. NLS NUTRALINE SUPLEMENT LTDA.,,Tableta,,Según rotulado,ac70b696-2f32-4a63-853c-16379521d61f
138860,Daily Endulzante Sucralosa x 400 ml,https://www.farmaloop.cl/products/daily-endulzante-sucralosa-x-400-ml-138860/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIOS PRATER S A,,100 ml,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
140040,Ensure Advance Frutilla x 850 g,https://www.farmaloop.cl/products/ensure-advance-frutilla-x-850-g-140040/,true,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),ABBOTT LABORATORIES DE CHILE LTDA.,,100 g,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
139449,NEPRO AP VAINILLA X 237 ML,https://www.farmaloop.cl/products/nepro-ap-vainilla-x-237-ml-139449/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),ABBOTT LABORATORIES DE CHILE LTDA.,,100 ml,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
139461,Carnitine 500 Ultrapure x 60 Capsulas,https://www.farmaloop.cl/products/carnitine-500-ultrapure-x-60-capsulas-139461/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),SUPLALIM LTDA,,Cápsula,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
8235,Ensure Chocolate x 850 g Polvo,https://www.farmaloop.cl/products/ensure-chocolate-x-850-g-polvo-8235/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),ABBOTT LABORATORIES DE CHILE LTDA.,,100 g,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
140461,Vission Help x 60 Cápsulas,https://www.farmaloop.cl/products/vission-help-x-60-capsulas-140461/,true,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),AURAVITALIS LAB,,Cápsula,suplemento alimentario,Según rotulado,ac70b696-2f32-4a63-853c-16379521d61f
140711,Ensure Advance sabor vainilla 220ml,https://www.farmaloop.cl/products/ensure-advance-chocolate-220-ml-140711/,true,Suplementos y Vitaminas,Suplementos,3200,3990,0,Venta directa (Sin receta),ABBOTT LABORATORIES DE CHILE LTDA.,,100 ml,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
138749,Nessucar Complemento Alimenticio Tarro x 550 g,https://www.farmaloop.cl/products/nessucar-complemento-alimenticio-tarro-x-550-g-138749/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),NESTLE CHILE SA,,100 g,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
100915,Endolce Stevia Gotas Endulzantes x 270 ml,https://www.farmaloop.cl/products/endolce-stevia-gotas-endulzantes-x-270-ml-100915/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIOS PRATER S A,,100 ml,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
100845,Endolce Endulzante Sucralosa x 500 Tabletas,https://www.farmaloop.cl/products/endolce-endulzante-sucralosa-x-500-tabletas-100845/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIOS PRATER S A,,Unidad,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
139196,Daily Endulzante Sucralosa x 270 ml,https://www.farmaloop.cl/products/daily-endulzante-sucralosa-x-270-ml-139196/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIOS PRATER S A,,100 ml,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
8006,GlucernaShake 237 mL x 237 mL,https://www.farmaloop.cl/products/glucernashake-237-ml-x-237-ml-8006/,true,Suplementos y Vitaminas,Suplementos,,,1,Venta directa (Sin receta),ABBOTT LABORATORIES DE CHILE LTDA.,,100 ml,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
140462,Vision tabs x 30 comprimidos – Knop Laboratorios,https://www.farmaloop.cl/products/vision-tabs-x-30-comprimidos-knop-laboratorios-140462/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,7,Venta directa (Sin receta),KNOP LABORATORIOS S.A.,,Comprimido,,según rotulado,b6a90532-55dd-49ad-92c7-0a5bf5e67583
140039,Ensure Advance Chocolate x 850 g,https://www.farmaloop.cl/products/ensure-advance-chocolate-x-850-g-140039/,true,Suplementos y Vitaminas,Suplementos,30990,33890,1,Venta directa (Sin receta),ABBOTT LABORATORIES DE CHILE LTDA.,,100 g,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
8233,Ensure Frutilla x 850 g Polvo,https://www.farmaloop.cl/products/ensure-frutilla-x-850-g-polvo-8233/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),ABBOTT LABORATORIES DE CHILE LTDA.,,100 g,,Segun Rotulado,6baf2758-4e63-48a8-aef7-b8639a911104
140569,Enterex Frutilla x 400 gr,https://www.farmaloop.cl/products/enterex-frutilla-x-400-gr-140569/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO MEGALABS CHILE S.A.,,100 g,,Según rotulado,ac70b696-2f32-4a63-853c-16379521d61f
150202,Qi Max vitamina  C x 30 Cápsulas (New Science),https://www.farmaloop.cl/products/qi-max-c-x-30-capsulas-new-science-150202/,true,Suplementos y Vitaminas,Suplementos,19780,21390,1,Venta directa (Sin receta),LABORATORIO NEWSCIENCE,NEWSCIENCE,Cápsula,,Según Rotulado,9b47f3f2-f14d-4f0d-99e4-89f3fa1fa6e6
150221,Vitamina C 1000 mg x 30 Cápsulas,https://www.farmaloop.cl/products/vitamina-c-1000-mg-x-30-capsulas-150221/,false,Suplementos y Vitaminas,Vitaminas,,,0,Venta directa (Sin receta),PRONAT LABS CHILE,,Cápsula,vitamina c 1000 mg,Según Rotulado,9b47f3f2-f14d-4f0d-99e4-89f3fa1fa6e6
150302,Anacaps Activ+ 30 Cápsulas,https://www.farmaloop.cl/products/ducray-anacaps-x-30-capsulas-pack-x-3-150302/,true,Suplementos y Vitaminas,Suplementos,13690,18690,0,Venta directa (Sin receta),PIERRE FABRE DERMO-COSMETIQUE CHILE LIMITADA,DUCRAY,Cápsula,,Según Rotulado,9b47f3f2-f14d-4f0d-99e4-89f3fa1fa6e6
150316,B-Complex x 90 Capsulas,https://www.farmaloop.cl/products/bcomplex-x-90-capsulas-150316/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO SCL,,Cápsula,,Según Rotulado,9b47f3f2-f14d-4f0d-99e4-89f3fa1fa6e6
150321,Vitabion 3 x 30 Cápsulas ,https://www.farmaloop.cl/products/vitabion-3-x-30-capsulas-150321/,true,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),LABORATORIO SCL,,Cápsula,suplemento alimentario,Según Rotulado,9b47f3f2-f14d-4f0d-99e4-89f3fa1fa6e6
150335,Vitamin D3 10 mcg/ 400 IU x 100 softgels,https://www.farmaloop.cl/products/vitamin-d3-10-mcg-400-iu-x-100-softgels-150335/,false,Suplementos y Vitaminas,Vitaminas,,,0,Venta directa (Sin receta),SOC. COM. NLS NUTRALINE SUPLEMENT LTDA.,SUNDOWN,Comprimido,,Según Rotulado,9b47f3f2-f14d-4f0d-99e4-89f3fa1fa6e6
150343,Enterex Plus x 237 gr.,https://www.farmaloop.cl/products/enterex-plus-x-237-gr-150343/,true,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO MEGALABS CHILE S.A.,ENTEREX,Unidad,,Según Rotulado,9b47f3f2-f14d-4f0d-99e4-89f3fa1fa6e6
150344,Enterex Leusyn-Pro x 275 gr.,https://www.farmaloop.cl/products/enterex-leusynpro-x-275-gr-150344/,true,Suplementos y Vitaminas,Suplementos,17470,22599,0,Venta directa (Sin receta),LABORATORIO MEGALABS CHILE S.A.,ENTEREX,Unidad,,Según Rotulado,9b47f3f2-f14d-4f0d-99e4-89f3fa1fa6e6
150346,Enterex Hepatic Vainilla x 110 gr,https://www.farmaloop.cl/products/enterex-hepatic-vainilla-x-110-gr-150346/,true,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),LABORATORIO MEGALABS CHILE S.A.,ENTEREX,Sobre,,Según Rotulado,9b47f3f2-f14d-4f0d-99e4-89f3fa1fa6e6
150354,Mag-Tab SR x 30 Comprimidos LP,https://www.farmaloop.cl/products/magtab-sr-x-30-comprimidos-lp-150354/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),SYNTHON CHILE LIMITADA,,Comprimido,,Según Rotulado,9b47f3f2-f14d-4f0d-99e4-89f3fa1fa6e6
150355,Urogal x 30 Comprimidos,https://www.farmaloop.cl/products/urogal-x-30-comprimidos-150355/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),GALENICUM HEALTH CHILE SPA,,Comprimido,,Según Rotulado,9b47f3f2-f14d-4f0d-99e4-89f3fa1fa6e6
150359,Duermegal x 30 Capsulas,https://www.farmaloop.cl/products/duermegal-x-30-capsulas-150359/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),GALENICUM HEALTH CHILE SPA,,Cápsula,,Según Rotulado,9b47f3f2-f14d-4f0d-99e4-89f3fa1fa6e6
150360,Carduus marianus T.M. x 30mL,https://www.farmaloop.cl/products/carduus-marianus-tm-x-30ml-150360/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),POLANCO GONZALEZ LAURA XIMENA,,Unidad,,Según Rotulado,9b47f3f2-f14d-4f0d-99e4-89f3fa1fa6e6
150361,Colonogal x 60 Capsulas,https://www.farmaloop.cl/products/colonogal-x-60-capsulas-150361/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),GALENICUM HEALTH CHILE SPA,,Cápsula,,Según Rotulado,9b47f3f2-f14d-4f0d-99e4-89f3fa1fa6e6
150390,Neurobionta Advance 100/50/1 x 15 Comp. Recubiertos,https://www.farmaloop.cl/products/neurobionta-advance-100501-x-15-comp-recubiertos-150390/,false,Suplementos y Vitaminas,Vitaminas,,,0,Venta directa (Sin receta),PROCTER & GAMBLE CHILE LTDA.,,Comprimido,,Según Rotulado,9b47f3f2-f14d-4f0d-99e4-89f3fa1fa6e6
150391,Neurobionta Advance 100/50/1 x 30 Comp. Recubiertos,https://www.farmaloop.cl/products/neurobionta-advance-100501-x-30-comp-recubiertos-150391/,true,Suplementos y Vitaminas,Vitaminas y Minerales,19990,28990,11,Venta directa (Sin receta),PROCTER & GAMBLE CHILE LTDA.,,Comprimido,,Según Rotulado,9b47f3f2-f14d-4f0d-99e4-89f3fa1fa6e6
150409,Tributan (B1-B6-B12) 20 Cápsulas Blandas,https://www.farmaloop.cl/products/tributan-b1b6b12-x-20-capsulas-blandas-150409/,true,Suplementos y Vitaminas,Vitaminas y Minerales,7010,16090,0,Venta directa (Sin receta),OPKO CHILE S.A.,,Cápsula,,Según Rotulado,9b47f3f2-f14d-4f0d-99e4-89f3fa1fa6e6
16953,"Larotabe Betacaroteno, Vitaminas C y E Minerales Cu, Mn, Se y Zn 60 Cápsulas Blandas",https://www.farmaloop.cl/products/larotabe-betacaroteno-vitaminas-c-y-e-minerales-cu-mn-se-y-zn-60-capsulas-blandas-16953/,true,Suplementos y Vitaminas,Vitaminas y Minerales,24900,32440,0,Venta directa (Sin receta),BAYER S.A.,,Capsula,selenio | zinc | manganeso | vitamina e | cobre | vitamina c | betacaroteno,"Selenio,Zinc,Manganeso,Vitamina E,Cobre,Vitamina C,Betacaroteno",c66b00c0-9cfa-45d5-b896-dbd244829153
56971,Respira Mejor Sensible x 11 Unidades,https://www.farmaloop.cl/products/respira-mejor-sensible-x-11-unidades-56971/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),GLAXOSMITHKLINE CHILE FARMACEUTICA LIMITADA,,Unidad,,Sin P.Activo,e5eb45c0-520b-440c-9134-d2b235296482
16068,Asonor Sistema Nasal Antironquido,https://www.farmaloop.cl/products/asonor-sistema-nasal-antironquido-16068/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),AXON PHARMA SPA,,Unidad,,Sin P.Activo,e5eb45c0-520b-440c-9134-d2b235296482
42091,Genacol Derma Duo,https://www.farmaloop.cl/products/genacol-derma-duo-42091/,false,Suplementos y Vitaminas,Suplementos,,,0,Venta directa (Sin receta),COMERCIAL Y ASESORIAS LOS ULMOS LTDA.,,Unidad,,Sin P.Activo,e5eb45c0-520b-440c-9134-d2b235296482
125962,Lymphomyosot Gotas x 30 ml,https://www.farmaloop.cl/products/lymphomyosot-gotas-x-30-ml-125962/,true,Suplementos y Vitaminas,Suplementos,21000,26290,2,Venta directa (Sin receta),PRODUCTOS FARMACEUTICOS HEEL CHILE LIMITADA,,100 ml,,Sin P.Activo,e5eb45c0-520b-440c-9134-d2b235296482
125959,Lymphomyosot N x 5 Ampollas 2.3,https://www.farmaloop.cl/products/lymphomyosot-n-x-5-ampollas-23-125959/,true,Suplementos y Vitaminas,Suplementos,18250,24299,1,Presentación receta médica,PRODUCTOS FARMACEUTICOS HEEL CHILE LIMITADA,,Ampolla,,Sin P.Activo,e5eb45c0-520b-440c-9134-d2b235296482
85972,Bacalao Con Vitaminas Ayd Capsulas,https://www.farmaloop.cl/products/bacalao-con-vitaminas-ayd-capsulas-85972/,false,Suplementos y Vitaminas,Vitaminas y Minerales,,,0,Venta directa (Sin receta),KNOP LABORATORIOS S.A.,,Unidad,,Sin P.Activo,e5eb45c0-520b-440c-9134-d2b235296482
125956,Traumeel S Solución Inyectable x 5 Ampollas,https://www.farmaloop.cl/products/traumeel-s-solucion-inyectable-x-5-ampollas-125956/,false,Suplementos y Vitaminas,Suplementos,,,0,Presentación receta médica,PRODUCTOS FARMACEUTICOS HEEL CHILE LIMITADA,,Ampolla,,"Sin P.Activo,Hamamelis,Calendula,Arnica",33d5d734-3c3d-4440-9e03-564641af8bf5
